COD_EMPRESA;NOME_EMPRESA;COD_TAB_PRECO;NOME_TAB_PRECO;DT_VIGOR;PRECO;TIPO;COD_PRODUTO;DESCRICAO;MARCA;COD_FORNECEDOR;NOME_FORNECEDOR;COD_ITEM_NBS;PARTNUMBER;MARGEM;DESP_VARIAVEL;TIPO_PRECIFICACAO;NIVEL_MARGEM;GRUPO_DESCONTO;ESTOQUE;CUSTO_MEDIO;VALOR_ESTOQUE;CUSTO_OPE;PIS_COFINS;ICMS
7;SA;7001;SALVADOR-BA-BASE;11/02/2021;135,4067549;Valor;1987;CABECOTE 0001987;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;04099949.0;905410550003E;;;Não Atualiza Preço na Entrada;;MWM1;2;51,9033;103,8066;51,9033;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;38,55;Valor;2153;CALCO CAMISA 0,25 NGD 0002153;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U2103548E.0;R7002279C1E;;;Não Atualiza Preço na Entrada;;MWM3;3;22,6633;67,9899;22,6633;;
7;SA;7001;SALVADOR-BA-BASE;05/06/2021;15,93;Valor;3097;CALCO COMPENSADOR MASSAS MOTOR MWM X10/X12 0003097;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD105757.0;941009740014E;;;Não Atualiza Preço na Entrada;;MWM1;11;4,1763;45,9393;4,1763;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;32,96;Valor;2725;CALCO CAMISA MOTOR 0,35MM 0002725;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12740.0;961283400134E;;;Não Atualiza Preço na Entrada;;MWM1;10;13,0228;130,228;13,0228;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;230,17;Valor;34762;CABECOTE FILTRO RACOR SIMPLES MOTOR MWM X10 0034762;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD127485.0;961080190064E;;;Não Atualiza Preço na Entrada;;MWM1;1;89,13;89,13;89,13;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1849,46;Valor;1616;CJ RESFRIADOR OLEO 5 PLACAS MOTOR MWM SPRINT 0001616;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15188.1;940709400116E;;;;;MWM1;2;831,2483;1662,4966;831,2483;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;3164,1;Valor;41542;CJ CHICOTE ELETRICO 0041542;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12587.0;961200770134E;;;Não Atualiza Preço na Entrada;;MWM1;1;814,16;814,16;814,16;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;2780,63;Valor;1459;CJ CHICOTE MODULO/BICOS MOTOR ELETRON MOTOR X12TCE 0001459;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2W0971082A.0;961200770014E;;;Não Atualiza Preço na Entrada;;MWM1;1;1028,52;1028,52;1028,52;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;189,44;Valor;1865;CJ TERMOSTATO MOTOR MWM SPRINT 0001865;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15157.0;940707570034E;;;Não Atualiza Preço na Entrada;;MWM1;5;93,3061;466,5305;93,3061;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;4601,49;Valor;4529;CJ ARVORE COMANDO VALVULAS NGD9.3E 370CV 0004529;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U2109041B.0;I6014;;;Não Atualiza Preço na Entrada;;MWM3;1;2235,44;2235,44;2235,44;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;420,96;Valor;816;CJ TERMOSTATO MOTOR MWM X10/T/TCA 0000816;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11029.0;961007570046E;;;Não Atualiza Preço na Entrada;;MWM1;3;219,2675;657,8025;219,2675;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;473,53;Valor;4197;CJ TERMOSTATO MWM 4.12TCE 0004197;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11289.0;941207570046E;;;Não Atualiza Preço na Entrada;;MWM1;4;234,5837;938,3348;234,5837;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;330,73;Valor;1126;CJ BALANCIM COMPLETO MOTOR MWM D/TD229 0001126;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T12109443.0;922906100027E;;;;;MWM1;9;176,0553;1584,4977;176,0553;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;222,25;Valor;1308;CJ FILTRO COBUSTIVEL MOTOR ACTEON MWM X12TCE 0001308;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2W0127401.0;905410500110E;;;Não Atualiza Preço na Entrada;;MWM1;9;127,4763;1147,2867;127,4763;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1865,54;Valor;3031;CJ BICO INJETOR COMPLETO MOTOR MWM X12TCE 0003031;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0130201B.0;961204640014E;;;Não Atualiza Preço na Entrada;;MWM1;3;995,6604;2986,9812;995,6604;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1976,1;Valor;1458;CJ BICO INJETOR MOTOR MWM X12TCE 0001458;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2T2130201.0;7002099C1E;;;Não Atualiza Preço na Entrada;;MWM1;4;905,6333;3622,5332;905,6333;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;185,34;Valor;15562;CJ FILTRO DIESEL COMPLETO RACOR MOTOR MWM X10 0015562;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD127401A.0;905410500095E;;;Não Atualiza Preço na Entrada;;MWM1;6;97,7067;586,2402;97,2927;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;597,58;Valor;3238;CJ BIELA MOTOR MWM MAXXFORCE 0003238;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021811001.0;7006525C91E;;;;;MWM1;9;289,0815;2601,7335;289,0815;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;455,06;Valor;1045;CJ BIELA MOTOR MWM SPRINT 0001045;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0105401A.0;940801500016E;;;Não Atualiza Preço na Entrada;;MWM1;5;195,9176;979,588;195,9176;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;752,15;Valor;293;CJ BIELA MOTOR MWM X10 / X12 0000293;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD105401E.0;7006621R91E;;;Não Atualiza Preço na Entrada;;MWM1;28;383,6315;10741,682;391,9489;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;953,5;Valor;1888;CJ BOMBA AGUA MOTOR MWM SPRINT 0001888;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15206.0;940787310036;;;Não Atualiza Preço na Entrada;;MWM1;1;525,35;525,35;525,35;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1397,46;Valor;37974;CJ CABECOTE FILTRO RESF OLEO MOTOR MWM X10/X12 0037974;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U0198405.2;961089400086E;;;Não Atualiza Preço na Entrada;;MWM1;30;742,9744;22289,232;743,8939;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;5298,1;Valor;47533;CJ CABECOTE LUBRIFICANTE 0047533;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS10967.0;7003106C91E;;;Não Atualiza Preço na Entrada;;MWM1;2;2426,5231;4853,0462;2426,5231;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;410,72;Valor;1162;CJ POLIA C/ ROLAMENTO MOTOR MWM X12TCE / 4.08TCE 0001162;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0903119.0;7002116C91;;;;;MWM1;4;216,7655;867,062;216,7655;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;777,16;Valor;4032;CJ CABECOTE MOTOR MWM X10 0004032;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAF103353.0;961001800025;;;Não Atualiza Preço na Entrada;;MWM2;4;520,5902;2082,3608;520,5902;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;762,73;Valor;3416;CJ PORTA BICO INJETOR MOTOR MWM D/TD229 0003416;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T06130201.0;905302009020E;;;Não Atualiza Preço na Entrada;;MWM1;4;334,287;1337,148;334,287;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1591,1;Valor;49466;CAVALETE AGUA 0049466;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;020751762.0;961209120074E;;;Não Atualiza Preço na Entrada;;MWM1;1;493,72;493,72;493,72;;
7;SA;7001;SALVADOR-BA-BASE;11/02/2021;335,3526164;Valor;37641;CAVALETE DE AGUA 0037641;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11906.0;922909120285E;;;Não Atualiza Preço na Entrada;;MWM1;1;157,025;157,025;157,025;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;55,63;Valor;39615;CHAPA SUPORTE 0039615;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2W0903141.0;961006300225E;;;Não Atualiza Preço na Entrada;;MWM1;1;18,4039;18,4039;18,4039;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;82,41;Valor;3785;CHICOTE ELETRICO BICO INJETOR 0003785;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021745518.0;7001957C1E;;;Não Atualiza Preço na Entrada;;MWM1;3;20,705;62,115;20,705;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;742,41;Valor;2588;CARTER OLEO MOTOR MWM X10 / X12 0002588;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD103601B.0;941001150026E;;;Não Atualiza Preço na Entrada;;MWM1;6;309,9029;1859,4174;309,9029;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;866,59;Valor;4483;CARTER OLEO MOTOR MWM X10TCA / X12TCE 0004483;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0103601B.0;941001150106E;;;Não Atualiza Preço na Entrada;;MWM1;2;405,0925;810,185;405,0925;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;579,65;Valor;505;CARTER COM BUJAO MOTOR MWM X10/X12 0000505;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2W0103601.0;961001150016E;;;Não Atualiza Preço na Entrada;;MWM1;1;;;;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;250,32;Valor;14439;CONEXAO SAIDA AGUA 0014439;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021707370.0;7000767C1E;;;Não Atualiza Preço na Entrada;;MWM1;1;66,56;66,56;66,56;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;2327,22;Valor;3319;CONJ FILTRO AR COMPLETO MWM 6.10 0003319;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS13857.0;961009230058;;;Não Atualiza Preço na Entrada;;MWM1;1;1303,005;1303,005;1303,005;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;477,62;Valor;16376;CONJ TUBO RESFRIADOR BOMBA ALT COMBUSTIVEL 0016376;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2S2130311A.1;941209060285E;;;Não Atualiza Preço na Entrada;;MWM1;2;232,625;465,25;232,625;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;246,61;Valor;2886;CONJUNTO TUCHO MOTOR MWM NGD9.3E 370CV 0002886;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U2109309B.0;1850160C3E;;;Não Atualiza Preço na Entrada;;MWM3;36;59,569;2144,484;59,569;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;221,01;Valor;3561;CJ VALVULA TERMOSTATO MOTOR MWM SPRINT 0003561;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15310.0;940707570064E;;;Não Atualiza Preço na Entrada;;MWM1;2;107,6279;215,2558;107,6279;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;2261,91;Valor;546;CJ VOLANTE MOTOR 0000546;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS16778.0;7002627C93;;;Não Atualiza Preço na Entrada;;MWM1;1;1334;1334;1334;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;6,85;Valor;3668;COIFA VEDA¿AO CAPA SECA 12140H 0003668;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAC103707.0;904882150001E;;;Não Atualiza Preço na Entrada;;MWM1;3;;2,46;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;668,99;Valor;15305;COLETOR ADMISSAO AGRALE/MARCOPOLO 0015305;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15183.0;940709200095E;;;Não Atualiza Preço na Entrada;;MWM1;1;173,75;173,75;173,75;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;774,28;Valor;42476;COLETOR DE ESCAPE 0042476;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAC129591.0;922909300214E;22,93;;Margem x Custo Médio;;;1;596,74;596,74;596,74;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1380,61;Valor;16160;COLETOR ESCAPE C/CURVA D225/229/3 0016160;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS10400.0;922989300076;;;Não Atualiza Preço na Entrada;;MWM1;1;297,19;297,19;297,19;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1327,37;Valor;1408;COMANDO VALVULA MOTOR MWM X10/X12 0001408;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD109101.0;7004000C91;;;Não Atualiza Preço na Entrada;;MWM1;2;455,3267;910,6534;455,3267;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1604,29;Valor;2264;COMANDO VALVULA MOTOR MWM X10/X12 6CIL 0002264;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAE109101.0;7004014C91E;;;Não Atualiza Preço na Entrada;;MWM1;6;839,2447;5035,4682;839,2447;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;2374,99;Valor;54402;COLETOR ESCAPE TD229/6 0054402;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11944.0;922909300297E;;;Não Atualiza Preço na Entrada;;MWM1;1;519,58;519,58;519,58;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1106,04;Valor;1992;COLETOR ESCAPE 0001992;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD129591.0;941009300034E;;;Não Atualiza Preço na Entrada;;MWM1;1;105,77;105,77;105,77;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1513,49;Valor;765;COMANDO VALVULAS MOTOR MWM SPRINT/ 4.08TCE 0000765;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0109101.0;940781700086;;;Não Atualiza Preço na Entrada;;MWM1;2;686,33;1372,66;686,33;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1556,27;Valor;12016;COMANDO VALVULAS MOTOR 0012016;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0109041.0;941201700017;;;Não Atualiza Preço na Entrada;;MWM1;1;824,38;824,38;824,38;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1669,54;Valor;3042;COMANDO VALVULAS S/TRAVA MOTOR MWM D/TD229-6 0003042;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RG109099.0;922901700464;;;Não Atualiza Preço na Entrada;;MWM1;1;627,89;627,89;627,89;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;2008,45;Valor;828;COMPENSADOR MASSAS MOTOR MWM X10TCA / X12TCE 0000828;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0105266.0;941207040026E;;;Não Atualiza Preço na Entrada;;MWM1;1;888,0773;888,0773;888,0773;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;148,08;Valor;3773;CJ TUBO BOMBA ALTA PRESSAO AO FILTRO C 0003773;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12536.0;7002203C91E;;;Não Atualiza Preço na Entrada;;MWM1;4;73,695;294,78;73,695;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;158,52;Valor;51578;CJ TUBO RETORNO LUBRIFICACAO TURBOALIMENTADOR 0051578;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021736870.0;7002254C91E;;;Não Atualiza Preço na Entrada;;MWM1;1;46,37;46,37;46,37;9,25;
7;SA;7001;SALVADOR-BA-BASE;05/06/2021;40,99;Valor;56611;COXIM MODULO ELETRONICO  MOTOR MWM X12TCE 0056611;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0906273A.1;961200850024E;;;;;;12;14,4258;173,1096;14,4258;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;612,97;Valor;10274;CREMALHEIRA MOTOR 4.08 ELETRONICO 0010274;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0105275.0;940803750014E;;;Não Atualiza Preço na Entrada;;MWM1;1;239,305;239,305;239,305;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;316,36;Valor;2377;CUBO ADAPTADOR MOTOR MWM X10TCA/ X12TCE 0002377;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RH105215.0;941003820024E;;;Não Atualiza Preço na Entrada;;MWM1;1;142,45;142,45;142,45;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;541,75;Valor;858;CREMALHEIRA P/ COMPENSADOR 0000858;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD105275.0;941003750014E;;;Não Atualiza Preço na Entrada;;MWM1;1;221,57;221,57;221,57;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;94,78;Valor;178;COXIM RADIADOR MWM D-225/229 ESTAC. 0000178;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS10354.0;606500100006E;;;Não Atualiza Preço na Entrada;;MWM1;3;45,9321;137,7963;45,9321;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;94,78;Valor;676;COXIM RADIADOR/PAINEL MWM-D 229 ESTAC. 0000676;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS00097.0;606500100005E;;;Não Atualiza Preço na Entrada;;MWM1;2;45,97;91,94;45,97;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;205,58;Valor;3332;CORREIA MOTOR/ALTERNADOR 0003332;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2S0145933D.3;903450801940E;;;;;MWM1;2;103,89;207,78;103,89;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;144,89;Valor;2469;CORREIA MOTOR/ALTERNADOR 8PK1390 X12TCE 0002469;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2S0145933C.0;903450901390E;;;Não Atualiza Preço na Entrada;;MWM1;24;68,3573;1640,5752;71,7646;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;135,66;Valor;3624;CORREIA ALTERNADOR 28,07X4,5 0003624;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2TB903137A.0;903450801530E;;;Não Atualiza Preço na Entrada;;MWM1;3;51,658;154,974;51,658;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;104,54;Valor;68;CORREIA MOTOR F250 S/AR /VOLARE A8 /00 0000068;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15286.0;903450701800E;;;Não Atualiza Preço na Entrada;;MWM1;3;45,3008;135,9024;45,3008;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;165,95;Valor;2778;CORREIA MOTOR F250/FRONTIER C/AR 98/00 0002778;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15307.1;903450901945E;;;;;MWM1;2;79,2212;158,4424;82,1983;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;107,55;Valor;13039;CORREIA COMPRESSOR MOTOR MWM 4.08TCE 0013039;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0145933B.2;903451000965E;;;Não Atualiza Preço na Entrada;;MWM1;23;52,4351;1206,0073;53,2623;9,25;
7;SA;7001;SALVADOR-BA-BASE;05/06/2021;114,7;Valor;3808;CORREIA MOTOR F-350/4000 S/AR 99/02 0003808;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS10535.1;903450901345E;;;Não Atualiza Preço na Entrada;;MWM1;9;51,5;463,5;51,5;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;138,79;Valor;3500;CORREIA MOTOR MWM SPRINT POLY V 1875 0003500;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15374.0;7002900C1E;;;Não Atualiza Preço na Entrada;;MWM1;2;62,3301;124,6602;62,3301;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;97,44;Valor;147;CORREIA MOTOR MWM SPRINT VOLARE A5/A6 0000147;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15390.0;903450701525E;;;Não Atualiza Preço na Entrada;;MWM1;4;37,6883;150,7532;37,6883;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;124,05;Valor;2195;CORREIA MOTOR SILVERADO/TROLLER C/AR 0002195;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15036.2;903450901885E;;;;;MWM1;3;49,1036;147,3108;49,1036;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;195,5;Valor;1905;CORREIA TRAPEZOIDAL ALTERNADOR 8PK1565 0001905;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2TB903137B.0;903450901565E;;;Não Atualiza Preço na Entrada;;MWM1;3;83,3349;250,0047;83,3349;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;108,05;Valor;1083;CORREIA TRAPEZOIDAL MOTOR MWM 4.08TCE 0001083;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0145933A.2;903451001205E;;;;;MWM1;26;50,431;1311,206;50,431;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;284,69;Valor;3528;CORREIA VENTILADOR 17260 EOT 0003528;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2Z0145933H.0;903450902625E;;;Não Atualiza Preço na Entrada;;MWM1;5;98,616;493,08;98,616;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;148,28;Valor;1298;CORREIA VOLARE A5/A6 COM A/C 0001298;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15034.0;903450402110E;;;Não Atualiza Preço na Entrada;;MWM1;2;62,87;125,74;62,87;9,25;
7;SA;7001;SALVADOR-BA-BASE;10/06/2021;229;Valor;3527;CORREIA HELICE MOTOR MWM 4.08TCE 0003527;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0145933.0;903450801950E;;;Não Atualiza Preço na Entrada;;MWM1;3;103,8656;311,5968;103,8656;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;190,43;Valor;1906;CORREIA HELICE RADIADOR TRAPEZOIDAL MOTOR 6.10TCA 0001906;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2TB903137C.0;903450802520E;;;Não Atualiza Preço na Entrada;;MWM1;2;73,6475;147,295;73,6475;9,25;
7;SA;7001;SALVADOR-BA-BASE;05/06/2021;221,21;Valor;55193;EIXO BALANCIM MOTOR 0055193;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12983.1;7005588R91E;;;;;;2;108,4156;216,8312;94,97;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;59,01;Valor;180;DISCO DISTANCIADOR 4.08 ELETRON. 0000180;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0103205.0;940803400014E;;;Não Atualiza Preço na Entrada;;MWM1;3;28,76;86,28;28,76;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;42,32;Valor;3115;EIXO BOMBA ALIMENTADORA MOTOR MWM X10 0003115;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD130125A.0;941003000056E;;;Não Atualiza Preço na Entrada;;MWM1;4;19,4436;77,7744;19,4436;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;5,51;Valor;1441;DISCO DISTANCIADOR 4.08 ELETRON. 0001441;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;062109460.0;940704120024E;;;Não Atualiza Preço na Entrada;;MWM1;1;1,253;1,253;1,253;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;164,06;Valor;17667;CUBO VENTILADOR AGRALE/GM 0017667;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15285.0;940703820014E;;;Não Atualiza Preço na Entrada;;MWM1;1;65,47;65,47;65,47;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;93,91;Valor;54633;DEFLETOR COLETOR ESCAPE 0054633;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021618936.0;7001944C1E;;;Não Atualiza Preço na Entrada;;MWM1;1;27,85;27,85;27,85;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;233,49;Valor;40175;CUBO VIRABREQUIM 0040175;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAE105215.0;961003820024E;;;Não Atualiza Preço na Entrada;;MWM1;1;667,43;667,43;667,43;;
7;SA;;;;;;39834;CUBO 0039834;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAC121207.0;;;;;;MWM1;1;161,33;161,33;161,33;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;283,5;Valor;28039;CURVA ADMISSAO 0028039;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12147.0;941009210114E;;;Não Atualiza Preço na Entrada;;MWM1;1;1;1;1;;
